Metro Code,CSA Code,Metro Name,CSA Title,County Name,State Name,FIPS State Code,FIPS County Code,Central/Outlying County
46220,,"Tuscaloosa, AL",,Tuscaloosa County,Alabama,1,125,Central
46300,,"Twin Falls, ID",,Jerome County,Idaho,16,53,Outlying
46300,,"Twin Falls, ID",,Twin Falls County,Idaho,16,83,Central
46340,540,"Tyler, TX","Tyler-Jacksonville, TX",Smith County,Texas,48,423,Central
46380,,"Ukiah, CA",,Mendocino County,California,6,45,Central
46420,273,"Union, SC","Greenville-Spartanburg-Anderson, SC",Union County,South Carolina,45,87,Central
46460,362,"Union City, TN","Martin-Union City, TN",Obion County,Tennessee,47,131,Central
46500,212,"Urbana, OH","Dayton-Springfield-Kettering, OH",Champaign County,Ohio,39,21,Central
46520,,"Urban Honolulu, HI",,Honolulu County,Hawaii,15,3,Central
46540,,"Utica-Rome, NY",,Herkimer County,New York,36,43,Outlying
46540,,"Utica-Rome, NY",,Oneida County,New York,36,65,Central
46620,,"Uvalde, TX",,Uvalde County,Texas,48,463,Central
46660,,"Valdosta, GA",,Brooks County,Georgia,13,27,Outlying
46660,,"Valdosta, GA",,Echols County,Georgia,13,101,Outlying
46660,,"Valdosta, GA",,Lanier County,Georgia,13,173,Outlying
46660,,"Valdosta, GA",,Lowndes County,Georgia,13,185,Central
46700,488,"Vallejo, CA","San Jose-San Francisco-Oakland, CA",Solano County,California,6,95,Central
46780,338,"Van Wert, OH","Lima-Van Wert-Celina, OH",Van Wert County,Ohio,39,161,Central
46820,,"Vermillion, SD",,Clay County,South Dakota,46,27,Central
46860,,"Vernal, UT",,Uintah County,Utah,49,47,Central
46900,,"Vernon, TX",,Wilbarger County,Texas,48,487,Central
46980,298,"Vicksburg, MS","Jackson-Vicksburg-Brookhaven, MS",Warren County,Mississippi,28,149,Central
47020,544,"Victoria, TX","Victoria-Port Lavaca, TX",Goliad County,Texas,48,175,Outlying
47020,544,"Victoria, TX","Victoria-Port Lavaca, TX",Victoria County,Texas,48,469,Central
47080,,"Vidalia, GA",,Montgomery County,Georgia,13,209,Outlying
47080,,"Vidalia, GA",,Toombs County,Georgia,13,279,Central
47180,,"Vincennes, IN",,Knox County,Indiana,18,83,Central
47220,428,"Vineland-Bridgeton, NJ","Philadelphia-Reading-Camden, PA-NJ-DE-MD",Cumberland County,New Jersey,34,11,Central
47240,,"Vineyard Haven, MA",,Dukes County,Massachusetts,25,7,Central
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk, VA-NC",Camden County,North Carolina,37,29,Outlying
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk, VA-NC",Currituck County,North Carolina,37,53,Outlying
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk, VA-NC",Gates County,North Carolina,37,73,Outlying
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk, VA-NC",Gloucester County,Virginia,51,73,Central
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk, VA-NC",Isle of Wight County,Virginia,51,93,Outlying
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk, VA-NC",James City County,Virginia,51,95,Outlying
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk, VA-NC",Mathews County,Virginia,51,115,Outlying
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk, VA-NC",Southampton County,Virginia,51,175,Outlying
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk, VA-NC",York County,Virginia,51,199,Central
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk, VA-NC",Chesapeake City,Virginia,51,550,Central
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk, VA-NC",Franklin City,Virginia,51,620,Outlying
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk, VA-NC",Hampton City,Virginia,51,650,Central
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk, VA-NC",Newport News City,Virginia,51,700,Central
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk, VA-NC",Norfolk City,Virginia,51,710,Central
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk, VA-NC",Poquoson City,Virginia,51,735,Central
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk, VA-NC",Portsmouth City,Virginia,51,740,Central
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk, VA-NC",Suffolk City,Virginia,51,800,Central
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk, VA-NC",Virginia Beach City,Virginia,51,810,Central
47260,545,"Virginia Beach-Norfolk-Newport News, VA-NC","Virginia Beach-Norfolk, VA-NC",Williamsburg City,Virginia,51,830,Outlying
47300,,"Visalia, CA",,Tulare County,California,6,107,Central
47340,,"Wabash, IN",,Wabash County,Indiana,18,169,Central
47380,,"Waco, TX",,Falls County,Texas,48,145,Outlying
47380,,"Waco, TX",,McLennan County,Texas,48,309,Central
47420,244,"Wahpeton, ND-MN","Fargo-Wahpeton, ND-MN",Wilkin County,Minnesota,27,167,Outlying
47420,244,"Wahpeton, ND-MN","Fargo-Wahpeton, ND-MN",Richland County,North Dakota,38,77,Central
47460,313,"Walla Walla, WA","Kennewick-Richland-Walla Walla, WA",Walla Walla County,Washington,53,71,Central
47540,338,"Wapakoneta, OH","Lima-Van Wert-Celina, OH",Auglaize County,Ohio,39,11,Central
47580,356,"Warner Robins, GA","Macon-Bibb County--Warner Robins, GA",Houston County,Georgia,13,153,Central
47580,356,"Warner Robins, GA","Macon-Bibb County--Warner Robins, GA",Peach County,Georgia,13,225,Outlying
47620,,"Warren, PA",,Warren County,Pennsylvania,42,123,Central
47660,312,"Warrensburg, MO","Kansas City-Overland Park-Kansas City, MO-KS",Johnson County,Missouri,29,101,Central
47700,515,"Warsaw, IN","South Bend-Elkhart-Mishawaka, IN-MI",Kosciusko County,Indiana,18,85,Central
47780,,"Washington, IN",,Daviess County,Indiana,18,27,Central
47820,272,"Washington, NC","Greenville-Kinston-Washington, NC",Beaufort County,North Carolina,37,13,Central
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Frederick County,Maryland,24,21,Outlying
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Montgomery County,Maryland,24,31,Central
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Washington,District of Columbia,11,1,Central
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Calvert County,Maryland,24,9,Outlying
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Charles County,Maryland,24,17,Outlying
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Prince Georges County,Maryland,24,33,Central
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Arlington County,Virginia,51,13,Central
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Clarke County,Virginia,51,43,Outlying
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Culpeper County,Virginia,51,47,Outlying
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fairfax County,Virginia,51,59,Central
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fauquier County,Virginia,51,61,Central
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Loudoun County,Virginia,51,107,Central
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Madison County,Virginia,51,113,Outlying
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Prince William County,Virginia,51,153,Central
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Rappahannock County,Virginia,51,157,Outlying
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Spotsylvania County,Virginia,51,177,Outlying
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Stafford County,Virginia,51,179,Central
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Warren County,Virginia,51,187,Outlying
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Alexandria City,Virginia,51,510,Central
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fairfax City,Virginia,51,600,Central
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Falls Church City,Virginia,51,610,Central
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Fredericksburg City,Virginia,51,630,Outlying
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Manassas City,Virginia,51,683,Central
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Manassas Park City,Virginia,51,685,Central
47900,548,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Jefferson County,West Virginia,54,37,Outlying
47920,198,"Washington Court House, OH","Columbus-Marion-Zanesville, OH",Fayette County,Ohio,39,47,Central
47940,,"Waterloo-Cedar Falls, IA",,Black Hawk County,Iowa,19,13,Central
47940,,"Waterloo-Cedar Falls, IA",,Bremer County,Iowa,19,17,Outlying
47940,,"Waterloo-Cedar Falls, IA",,Grundy County,Iowa,19,75,Outlying
47980,,"Watertown, SD",,Codington County,South Dakota,46,29,Central
47980,,"Watertown, SD",,Hamlin County,South Dakota,46,57,Outlying
48020,376,"Watertown-Fort Atkinson, WI","Milwaukee-Racine-Waukesha, WI",Jefferson County,Wisconsin,55,55,Central
48060,,"Watertown-Fort Drum, NY",,Jefferson County,New York,36,45,Central
48100,422,"Wauchula, FL","Orlando-Lakeland-Deltona, FL",Hardee County,Florida,12,49,Central
48140,554,"Wausau-Weston, WI","Wausau-Stevens Point-Wisconsin Rapids, WI",Lincoln County,Wisconsin,55,69,Outlying
48140,554,"Wausau-Weston, WI","Wausau-Stevens Point-Wisconsin Rapids, WI",Marathon County,Wisconsin,55,73,Central
48180,,"Waycross, GA",,Pierce County,Georgia,13,229,Outlying
48180,,"Waycross, GA",,Ware County,Georgia,13,299,Central
48220,,"Weatherford, OK",,Custer County,Oklahoma,40,39,Central
48260,430,"Weirton-Steubenville, WV-OH","Pittsburgh-New Castle-Weirton, PA-OH-WV",Jefferson County,Ohio,39,81,Central
48260,430,"Weirton-Steubenville, WV-OH","Pittsburgh-New Castle-Weirton, PA-OH-WV",Brooke County,West Virginia,54,9,Central
48260,430,"Weirton-Steubenville, WV-OH","Pittsburgh-New Castle-Weirton, PA-OH-WV",Hancock County,West Virginia,54,29,Central
48300,,"Wenatchee, WA",,Chelan County,Washington,53,7,Central
48300,,"Wenatchee, WA",,Douglas County,Washington,53,17,Central
48460,,"West Plains, MO",,Howell County,Missouri,29,91,Central
48500,200,"West Point, MS","Columbus-West Point, MS",Clay County,Mississippi,28,25,Central
48540,,"Wheeling, WV-OH",,Belmont County,Ohio,39,13,Central
48540,,"Wheeling, WV-OH",,Marshall County,West Virginia,54,51,Central
48540,,"Wheeling, WV-OH",,Ohio County,West Virginia,54,69,Central
48580,376,"Whitewater, WI","Milwaukee-Racine-Waukesha, WI",Walworth County,Wisconsin,55,127,Central
48620,556,"Wichita, KS","Wichita-Winfield, KS",Butler County,Kansas,20,15,Outlying
48620,556,"Wichita, KS","Wichita-Winfield, KS",Harvey County,Kansas,20,79,Outlying
48620,556,"Wichita, KS","Wichita-Winfield, KS",Sedgwick County,Kansas,20,173,Central
48620,556,"Wichita, KS","Wichita-Winfield, KS",Sumner County,Kansas,20,191,Outlying
48660,,"Wichita Falls, TX",,Archer County,Texas,48,9,Outlying
48660,,"Wichita Falls, TX",,Clay County,Texas,48,77,Outlying
48660,,"Wichita Falls, TX",,Wichita County,Texas,48,485,Central
48700,558,"Williamsport, PA","Williamsport-Lock Haven, PA",Lycoming County,Pennsylvania,42,81,Central
48780,,"Williston, ND",,Williams County,North Dakota,38,105,Central
48820,,"Willmar, MN",,Kandiyohi County,Minnesota,27,67,Central
48900,,"Wilmington, NC",,New Hanover County,North Carolina,37,129,Central
48900,,"Wilmington, NC",,Pender County,North Carolina,37,141,Outlying
48940,178,"Wilmington, OH","Cincinnati-Wilmington-Maysville, OH-KY-IN",Clinton County,Ohio,39,27,Central
48980,468,"Wilson, NC","Rocky Mount-Wilson-Roanoke Rapids, NC",Wilson County,North Carolina,37,195,Central
49020,548,"Winchester, VA-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Frederick County,Virginia,51,69,Central
49020,548,"Winchester, VA-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Winchester City,Virginia,51,840,Central
49020,548,"Winchester, VA-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Hampshire County,West Virginia,54,27,Outlying
49060,556,"Winfield, KS","Wichita-Winfield, KS",Cowley County,Kansas,20,35,Central
49080,,"Winnemucca, NV",,Humboldt County,Nevada,32,13,Central
49100,,"Winona, MN",,Winona County,Minnesota,27,169,Central
49180,268,"Winston-Salem, NC","Greensboro--Winston-Salem--High Point, NC",Davidson County,North Carolina,37,57,Central
49180,268,"Winston-Salem, NC","Greensboro--Winston-Salem--High Point, NC",Davie County,North Carolina,37,59,Central
49180,268,"Winston-Salem, NC","Greensboro--Winston-Salem--High Point, NC",Forsyth County,North Carolina,37,67,Central
49180,268,"Winston-Salem, NC","Greensboro--Winston-Salem--High Point, NC",Stokes County,North Carolina,37,169,Central
49180,268,"Winston-Salem, NC","Greensboro--Winston-Salem--High Point, NC",Yadkin County,North Carolina,37,197,Outlying
49220,554,"Wisconsin Rapids-Marshfield, WI","Wausau-Stevens Point-Wisconsin Rapids, WI",Wood County,Wisconsin,55,141,Central
49260,,"Woodward, OK",,Ellis County,Oklahoma,40,45,Outlying
49260,,"Woodward, OK",,Woodward County,Oklahoma,40,153,Central
49300,184,"Wooster, OH","Cleveland-Akron-Canton, OH",Wayne County,Ohio,39,169,Central
49340,148,"Worcester, MA-CT","Boston-Worcester-Providence, MA-RI-NH-CT",Windham County,Connecticut,9,15,Central
49340,148,"Worcester, MA-CT","Boston-Worcester-Providence, MA-RI-NH-CT",Worcester County,Massachusetts,25,27,Central
49380,,"Worthington, MN",,Nobles County,Minnesota,27,105,Central
49420,,"Yakima, WA",,Yakima County,Washington,53,77,Central
49460,,"Yankton, SD",,Yankton County,South Dakota,46,135,Central
49500,434,"Yauco, PR","Ponce-Yauco-Coamo, PR",Guánica Municipio,Puerto Rico,72,55,Central
49500,434,"Yauco, PR","Ponce-Yauco-Coamo, PR",Guayanilla Municipio,Puerto Rico,72,59,Central
49500,434,"Yauco, PR","Ponce-Yauco-Coamo, PR",Peñuelas Municipio,Puerto Rico,72,111,Central
49500,434,"Yauco, PR","Ponce-Yauco-Coamo, PR",Yauco Municipio,Puerto Rico,72,153,Central
49620,276,"York-Hanover, PA","Harrisburg-York-Lebanon, PA",York County,Pennsylvania,42,133,Central
49660,566,"Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren, OH-PA",Mahoning County,Ohio,39,99,Central
49660,566,"Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren, OH-PA",Trumbull County,Ohio,39,155,Central
49660,566,"Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren, OH-PA",Mercer County,Pennsylvania,42,85,Central
49700,472,"Yuba City, CA","Sacramento-Roseville, CA",Sutter County,California,6,101,Central
49700,472,"Yuba City, CA","Sacramento-Roseville, CA",Yuba County,California,6,115,Central
49740,,"Yuma, AZ",,Yuma County,Arizona,4,27,Central
49780,198,"Zanesville, OH","Columbus-Marion-Zanesville, OH",Muskingum County,Ohio,39,119,Central
49820,,"Zapata, TX",,Zapata County,Texas,48,505,Central
